"year","ingo_uia","ccode","polity2","xrcomp","xropen","xconst","parcomp","physint","disap","kill","polpris","tort","injud","amnesty","pop","gdppc","rentspc","military","execrlc","trade_gdp","fdi_net_in","public_trial","fair_trial","final_decision","legislative_ck","structad","imfstruct","wbimfstruct","britcol","common","hr_law","cat_ratify","cpr_ratify","ythblgap","latent","cwar","iwar","ainr_lag","aibr_lag","avmdia_lag","hro_shaming_lag","physint_lag","amnesty_lag","disap_lag","kill_lag","polpris_lag","tort_lag","latent_lag"
1999,299,41,NA,NA,NA,NA,NA,2,1,1,0,0,0,3,7066.08,1850.28,0,0,0,41.9484786987305,0.733729004859924,1,0,0,2,0,0,0,0,0,0,0,1,35.5999984741211,-0.461294582091928,0,0,1,1,1,0,3,3,2,1,0,0,-0.425148387199665
1981,211,42,6,3,4,5,3,7,2,2,1,2,1,NA,5831.51,2735.44,0,0,3,45.8373489379883,1.09673869609833,1,1,0,-1,0,0,0,0,0,0,0,1,37.2999992370605,0.0235409020494112,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,311,42,6,3,4,5,3,6,2,1,2,1,1,NA,5968.38,2830.76,0,0,3,33.5886459350586,-0.0175791047513485,1,1,0,-1,0,0,0,0,0,0,0,1,37.0999984741211,0.105399805329195,0,0,NA,NA,NA,NA,7,NA,2,2,1,2,0.0235409020494112
1983,327,42,6,3,4,5,3,7,2,2,2,1,1,NA,6105.35,3023.19,0,0,3,32.7070274353027,0.559035003185272,1,1,0,-1,0,1,1,0,0,0,0,1,36.9000015258789,0.303277506942077,0,0,NA,NA,NA,NA,6,NA,2,1,2,1,0.105399805329195
1984,345,42,6,3,4,5,3,6,2,2,1,1,1,3,6241.05,2999.74,0,0,3,61.0528144836426,0.663091480731964,1,1,0,-1,0,0,0,0,0,0,0,1,36.7000007629395,0.228297296453917,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.303277506942077
1985,345,42,6,3,4,5,3,7,2,2,2,1,2,NA,6378.07,3019.71,0,0,3,65.2549057006836,0.717601895332336,1,1,0,-1,0,1,1,0,0,0,0,1,36.5,0.377289394659645,0,0,NA,NA,NA,NA,6,3,2,2,1,1,0.228297296453917
1986,348,42,6,3,4,5,3,6,2,1,2,1,2,3,6516.11,3217.06,0,0,3,57.8241653442383,0.816709458827972,1,1,0,-1,0,0,0,0,0,0,0,1,35.7999992370605,0.182023790184697,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.377289394659645
1987,372,42,6,3,4,5,3,6,2,2,1,1,1,3,6655.42,3213.67,0,0,1,62.9885673522949,1.52735924720764,1,1,0,-1,0,0,0,0,0,0,0,1,35.2000007629395,0.223489586342935,0,0,0,3,0,NA,6,3,2,1,2,1,0.182023790184697
1988,401,42,6,3,4,5,3,8,2,2,2,2,2,3,6795.72,3660.68,0,0,1,74.7680358886719,1.97421050071716,1,1,0,-1,0,0,0,0,0,0,0,1,34.5999984741211,0.333540984737486,0,0,0,1,0,NA,6,3,2,2,1,1,0.223489586342935
1989,432,42,6,3,4,5,3,7,2,2,2,1,1,2,6936.68,3572.43,0,0,1,77.9951934814453,1.64508295059204,1,1,0,-1,0,0,0,0,0,0,0,1,34.0999984741211,0.383236860507607,0,0,0,0,0,NA,8,3,2,2,2,2,0.333540984737486
1990,448,42,6,3,4,5,3,5,2,1,1,1,1,2,7075.63,3446.07,0,0,1,77.5176467895508,1.87738347053528,1,1,0,-1,0,0,0,0,0,0,0,1,33.5,0.283808824173624,0,0,0,0,0,NA,7,2,2,2,2,1,0.383236860507607
1991,450,42,6,3,4,5,3,5,2,1,1,1,1,2,7213.27,3622.98,0,0,1,83.1758270263672,1.49109780788422,1,1,0,-1,0,1,1,0,0,0,0,1,32.9000015258789,0.190250836611701,0,0,0,0,0,NA,5,2,2,1,1,1,0.283808824173624
1992,473,42,6,3,4,5,3,4,2,1,1,0,1,2,7346.81,3987.45,0,0,1,81.0693664550781,1.59341073036194,1,1,0,-1,0,0,0,0,0,0,0,1,32.2999992370605,0.128824460162201,0,0,0,1,0,NA,5,2,2,1,1,1,0.190250836611701
1993,481,42,6,3,4,5,3,5,2,1,1,1,0,2,7472.34,4329.17,0,0,1,78.787353515625,1.45880126953125,1,1,0,-1,0,1,1,0,0,0,0,1,31.7000007629395,0.189039724886788,0,0,0,2,0,0,4,2,2,1,1,0,0.128824460162201
1994,488,42,5,2,4,5,3,2,1,1,0,0,0,2,7595.12,4588.18,0,0,1,78.2680816650391,1.42511248588562,1,1,0,-1,0,0,0,0,0,0,0,1,31.1000003814697,0.0755747713035493,0,0,0,0,0,0,5,2,2,1,1,1,0.189039724886788
1995,483,42,5,2,4,5,3,4,2,1,0,1,0,2,7721.65,4772,0,0,1,75.0863647460938,2.53262901306152,1,1,0,-1,0,0,0,0,0,0,0,1,30.6000003814697,0.014574433116263,0,0,1,0,0,0,2,2,1,1,0,0,0.0755747713035493
1996,511,42,8,3,4,6,4,4,2,0,1,1,0,3,7851.19,4986.47,0,0,1,73.3549499511719,0.532213747501373,1,1,0,-1,0,0,0,0,0,0,0,1,30.1000003814697,-0.287079033336502,0,0,0,0,0,0,4,2,2,1,0,1,0.014574433116263
1997,506,42,8,3,4,6,4,4,2,0,1,1,0,3,7978.77,5345.11,0,0,2,76.4164505004883,2.14663577079773,1,1,0,-1,0,0,0,0,0,0,0,1,29.6000003814697,-0.315948713963801,0,0,0,0,0,0,4,3,2,0,1,1,-0.287079033336502
1998,516,42,8,3,4,6,4,2,2,0,0,0,1,3,8105.2,5747.46,0,0,2,79.3790435791016,3.30542826652527,1,1,0,-1,0,0,0,0,0,0,0,1,29.2000007629395,-0.366979964201853,0,0,1,1,0,0,4,3,2,0,1,1,-0.315948713963801
1999,512,42,8,3,4,6,4,4,2,0,2,0,1,3,8230.21,6082.43,0,0,2,79.8923492431641,6.16240930557251,1,1,0,-1,0,0,0,0,0,0,0,1,28.7999992370605,-0.274193156378336,0,0,0,0,0,0,2,3,2,0,0,0,-0.366979964201853
1981,240,51,10,3,4,7,5,7,2,2,2,1,2,NA,2258.37,2067.81,0,0,1,102.996101379395,-0.386031955480576,1,1,0,-1,1,1,1,1,1,0,0,1,35,0.651992408248665,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,338,51,10,3,4,7,5,8,2,2,2,2,2,NA,2297.62,2200.66,0,0,1,86.6833648681641,-0.479733347892761,1,1,0,-1,1,0,1,1,1,0,0,1,35.2000007629395,0.751619209697053,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,0.651992408248665
1983,355,51,10,3,4,7,5,7,1,2,2,2,2,NA,2322.7,2347.65,0,0,1,78.7236175537109,-0.516679883003235,1,1,0,-1,1,0,1,1,1,0,0,1,35.2999992370605,0.612860744143869,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,0.751619209697053
1984,383,51,10,3,4,7,5,6,2,1,2,1,2,2,2347.18,2486.68,0,0,1,117.188652038574,0.513994872570038,1,1,0,-1,0,1,1,1,1,0,0,1,35.4000015258789,0.377516048497534,0,0,NA,NA,NA,NA,7,NA,1,2,2,2,0.612860744143869
1985,383,51,10,3,4,7,5,6,2,1,2,1,2,2,2371.46,2408.1,0,0,1,121.555038452148,-0.428522646427155,1,1,0,-1,1,1,1,1,1,0,0,1,35.5999984741211,0.296423408836461,0,0,NA,NA,NA,NA,6,2,2,1,2,1,0.377516048497534
1986,368,51,10,3,4,7,5,7,2,2,2,1,2,2,2394.35,2681.13,0,0,1,94.7295074462891,-0.166996449232101,1,1,0,-1,0,0,0,1,1,0,0,1,34.7000007629395,0.28373774094422,0,0,NA,NA,NA,NA,6,2,2,1,2,1,0.296423408836461
1987,407,51,10,3,4,7,5,5,2,1,1,1,2,1,2413.15,2988.11,0,0,1,92.8692245483398,1.62457811832428,1,1,0,-1,1,1,1,1,1,0,0,1,33.7999992370605,0.264099317473899,0,0,0,0,0,NA,7,2,2,2,2,1,0.28373774094422
1988,434,51,10,3,4,7,5,7,2,2,2,1,2,3,2427.96,3267.02,0,0,1,91.4174728393555,-0.313451558351517,1,1,0,-1,0,1,1,1,1,0,0,1,33,0.198986840882286,0,0,2,1,0,NA,5,1,2,1,1,1,0.264099317473899
1989,446,51,10,3,4,7,5,7,2,2,2,1,2,2,2443.78,3427.23,0,0,1,96.0102767944336,1.29627251625061,1,1,0,-1,0,0,0,1,1,0,0,1,32.2000007629395,0.225152824088635,0,0,1,2,0,NA,7,3,2,2,2,1,0.198986840882286
1990,461,51,10,3,4,7,5,6,2,1,2,1,2,2,2463.42,3766.18,0,0,3,99.9401702880859,3.0029125213623,1,1,0,-1,1,1,1,1,1,0,0,1,31.3999996185303,0.117434211272606,0,0,1,5,0,NA,7,2,2,2,2,1,0.225152824088635
1991,462,51,10,3,4,7,5,6,2,2,2,0,2,1,2485,3864.72,0,0,3,101.598785400391,3.24387049674988,1,1,0,-1,1,1,1,1,1,0,0,1,31,-0.0453052371812607,0,0,0,0,0,NA,6,2,2,1,2,1,0.117434211272606
1992,462,51,10,3,4,7,5,5,2,1,2,0,2,3,2505.47,4130.93,0,0,3,125.494323730469,4.02777290344238,1,1,0,-1,0,1,1,1,1,0,0,1,30.7000007629395,-0.231595260520126,0,0,0,3,0,NA,6,1,2,2,2,0,-0.0453052371812607
1993,478,51,9,3,4,7,4,4,2,1,1,0,2,2,2525.33,4339.15,0,0,3,103.0224609375,1.59265112876892,1,1,0,-1,1,0,1,1,1,0,0,1,30.2999992370605,-0.187416077797499,0,0,0,1,0,0,5,3,2,1,2,0,-0.231595260520126
1994,484,51,9,3,4,7,4,5,2,1,2,0,2,1,2547.09,4396.93,0,0,3,108.77693939209,2.62649893760681,1,1,0,-1,0,0,0,1,1,0,0,1,30,-0.0488283280454327,0,0,0,11,0,0,4,2,2,1,1,0,-0.187416077797499
1995,482,51,9,3,4,7,4,5,2,1,2,0,2,3,2568.86,4492.89,0,0,3,111.30290222168,2.53549003601074,1,1,0,-1,0,0,0,1,1,0,0,1,29.6000003814697,0.0166043536941453,0,0,2,0,0,0,5,1,2,1,2,0,-0.0488283280454327
1996,492,51,9,3,4,7,4,6,2,1,2,1,2,1,2589.04,4481.31,0,0,3,99.0681838989258,2.81433248519897,1,1,0,-1,0,0,0,1,1,0,0,1,29.2000007629395,0.342998846754792,0,0,0,0,0,0,5,3,2,1,2,0,0.0166043536941453
1997,488,51,9,3,4,7,4,6,2,1,2,1,2,2,2607.57,4465.03,0,0,3,90.9921264648438,2.72063064575195,1,1,0,-1,0,0,0,1,1,0,0,1,28.7999992370605,0.370328870389821,0,0,0,0,0,0,6,1,2,1,2,1,0.342998846754792
1998,490,51,9,3,4,7,4,6,2,1,2,1,2,3,2624.42,4591.01,0,0,3,NA,4.22207164764404,1,1,0,-1,0,0,0,1,1,0,0,1,28.2999992370605,0.188306462265297,0,0,2,3,0,0,6,2,2,1,2,1,0.370328870389821
1999,489,51,9,3,4,7,4,6,2,1,2,1,2,3,2639.49,4540.4,0,0,3,NA,5.93030691146851,1,1,0,-1,0,0,0,1,1,NA,0,1,27.8999996185303,0.116494237928104,0,0,2,4,0,0,6,3,2,1,2,1,0.188306462265297
1981,176,52,8,3,4,7,3,8,2,2,2,2,2,NA,1101.72,10348.36,4856.09814453125,0,1,82.0902786254883,3.76809859275818,1,1,0,-1,0,0,0,1,1,0,0,1,34.0999984741211,1.31491276436914,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,262,52,8,3,4,7,3,7,2,2,2,1,2,NA,1116.33,9851.52,4250.07421875,0,1,76.9987716674805,2.54700016975403,1,1,0,-1,0,0,0,1,1,0,0,1,33.4000015258789,1.38232893724508,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.31491276436914
1983,271,52,8,3,4,7,3,8,2,2,2,2,2,NA,1133.09,8876.99,3380.2998046875,0,1,71.3804931640625,1.50912964344025,1,1,0,-1,0,0,0,1,1,0,0,1,32.7999992370605,1.52301005851709,0,0,NA,NA,NA,NA,7,NA,2,2,2,1,1.38232893724508
1984,297,52,9,3,4,7,4,8,2,2,2,2,2,NA,1150.26,8875.7,3145.48876953125,0,1,65.8825225830078,1.4595912694931,1,1,0,-1,0,0,0,1,1,0,0,1,32.0999984741211,1.60422548999381,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.52301005851709
1985,297,52,9,3,4,7,4,7,2,2,2,1,2,1,1166.16,9021.96,3150.6240234375,0,1,60.9782409667969,0.0160476341843605,1,1,0,-1,0,0,0,1,1,0,0,1,31.5,1.62348068811634,0,0,NA,NA,NA,NA,8,NA,2,2,2,2,1.60422548999381
1986,302,52,9,3,4,7,4,8,2,2,2,2,2,1,1180.17,7676.37,1541.11047363281,0,1,70.7694778442383,-0.303018003702164,1,1,0,-1,0,0,0,1,1,0,0,1,30.6000003814697,1.65758151874827,0,0,NA,NA,NA,NA,7,1,2,2,2,1,1.62348068811634
1987,336,52,9,3,4,7,4,8,2,2,2,2,2,1,1191.21,7516.48,1199.24792480469,0,3,66.370231628418,0.690717279911041,1,1,0,-1,0,0,0,1,1,0,0,1,29.7000007629395,1.57310740721486,0,0,0,1,0,NA,8,1,2,2,2,2,1.65758151874827
1988,367,52,9,3,4,7,4,7,2,2,2,1,2,2,1198.34,7352.7,866.999694824219,0,3,73.166862487793,1.39893317222595,1,1,0,-1,0,0,0,1,1,0,0,1,28.7999992370605,1.28276112736628,0,0,0,2,0,NA,8,1,2,2,2,2,1.57310740721486
1989,398,52,9,3,4,7,4,7,2,2,2,1,2,1,1200.29,7570.42,999.781677246094,0,3,77.5653228759766,3.44420289993286,1,1,0,-1,0,1,1,1,1,0,0,1,27.8999996185303,1.0822364052151,0,0,0,3,0,NA,7,2,2,2,2,1,1.28276112736628
1990,407,52,9,3,4,7,4,5,2,1,1,1,2,2,1198.4,8901.18,1382.26501464844,0,3,73.9513397216797,2.15884470939636,1,1,0,-1,1,1,1,1,1,0,0,1,27.1000003814697,0.616472631042367,0,0,0,1,0,NA,7,1,2,2,2,1,1.0822364052151
1991,405,52,9,3,4,7,4,5,1,1,2,1,2,2,1192.72,8761.28,1226.86218261719,0,3,73.4501190185547,3.15768694877625,1,1,0,-1,0,0,0,1,1,0,0,1,27,0.453796320113916,0,0,0,1,0,NA,5,2,2,1,1,1,0.616472631042367
1992,420,52,9,3,4,7,4,6,2,1,2,1,2,1,1184.2,8627.27,977.046203613281,0,1,74.998405456543,3.21544790267944,1,1,0,-1,0,0,0,1,1,0,0,1,26.8999996185303,0.557700048017664,0,0,0,2,0,NA,5,2,1,1,2,1,0.453796320113916
1993,432,52,9,3,4,7,4,6,2,1,2,1,2,2,1175.3,8596.08,738.957092285156,0,1,83.0445785522461,8.27134704589844,1,1,0,-1,0,0,0,1,1,0,0,1,26.8999996185303,0.58706986785988,0,0,0,3,0,NA,6,1,2,1,2,1,0.557700048017664
1994,440,52,9,3,4,7,4,5,2,2,1,0,2,1,1167.04,9548.68,693.546691894531,0,1,78.7306747436523,10.433666229248,1,1,0,-1,0,0,0,1,1,0,0,1,26.7999992370605,0.746926909753375,0,0,0,7,0,0,6,2,2,1,2,1,0.58706986785988
1995,440,52,9,3,4,7,4,5,2,1,2,0,2,2,1160.46,10025.13,706.120727539062,0,1,92.9886322021484,5.60934972763062,1,1,0,-1,0,0,0,1,1,0,0,1,26.7999992370605,0.924635190816826,0,0,5,2,0,0,5,1,2,2,1,0,0.746926909753375
1996,459,52,9,3,4,7,4,7,2,2,2,1,2,1,1151.27,10304.79,849.542114257812,0,3,92.8071212768555,6.17063283920288,1,1,0,-1,0,0,0,1,1,0,0,1,26.8999996185303,1.13651096509582,0,0,0,1,0,NA,5,2,2,1,2,0,0.924635190816826
1997,459,52,10,3,4,7,5,8,2,2,2,2,2,2,1141.48,10663.4,783.020690917969,0,3,111.198577880859,17.4170608520508,1,1,0,-1,0,0,0,1,1,0,0,1,27.1000003814697,1.38716505379058,0,0,0,1,0,NA,7,1,2,2,2,1,1.13651096509582
1998,450,52,10,3,4,7,5,8,2,2,2,2,2,2,1135.72,10522.39,458.159240722656,0,3,102.283233642578,12.0748262405396,1,1,0,-1,0,0,0,1,1,0,0,1,27.2000007629395,1.51125826547277,0,0,0,2,0,0,8,2,2,2,2,2,1.38716505379058
1999,459,52,10,3,4,7,5,7,2,2,2,1,2,2,1130.93,12041.53,685.886596679688,0,3,94.184700012207,9.44782257080078,1,1,0,-1,0,0,0,1,1,0,0,1,27.2999992370605,1.51857930215711,0,0,4,3,0,0,8,2,2,2,2,2,1.51125826547277
1981,106,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.37,7726.31,56.8235244750977,0,3,128.777694702148,0.887058734893799,1,2,0,1,0,0,0,1,1,NA,0,1,30.2000007629395,2.44558265007365,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,184,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,253.51,7969.99,58.3962783813477,0,3,130.296493530273,0.469977170228958,1,2,0,1,0,1,1,1,1,NA,0,1,29.6000003814697,2.51383532988046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44558265007365
1983,198,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.93,8390.24,75.6239242553711,0,3,139.880722045898,0.347465217113495,1,2,0,1,0,0,0,1,1,NA,0,1,29.1000003814697,2.56483292510614,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2.51383532988046
1984,214,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,256.24,9158.46,108.162033081055,0,3,139.113265991211,0.00436707539483905,1,2,0,1,0,0,0,1,1,NA,0,1,28.5,2.61132236282439,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56483292510614
1985,214,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.46,9348.96,110.523406982422,0,3,127.818580627441,0.404780507087708,1,2,0,1,0,0,0,1,1,NA,0,1,28,2.63167513311375,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2.61132236282439
1986,219,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,258.53,10225.92,44.6157989501953,0,3,110.755851745605,0.589099586009979,1,2,0,1,0,0,0,1,1,NA,0,1,27.3999996185303,2.65179549909587,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63167513311375
1987,254,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,259.46,10891.12,44.4305381774902,0,1,91.4541625976562,0.490106403827667,1,2,0,1,0,0,0,1,1,NA,0,1,26.7999992370605,2.66426673411212,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,2.65179549909587
1988,267,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.34,11414.13,29.2383308410645,0,1,96.9540557861328,0.749564945697784,1,2,0,1,0,0,0,1,1,NA,0,1,26.2999992370605,2.66034536391166,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,2.66426673411212
1989,284,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,261.46,11966.31,31.6692371368408,0,1,100.644859313965,0.490045696496964,1,2,0,1,0,0,0,1,1,NA,0,1,25.7000007629395,2.65601623384354,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,2.66034536391166
1990,303,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.64,11988.33,49.3928146362305,0,1,100.831352233887,0.654803812503815,1,2,0,1,0,0,0,1,1,NA,0,1,25.2000007629395,2.64179864719261,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,2.65601623384354
1991,304,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,263.71,12246.37,36.8566589355469,0,1,97.5835418701172,0.438604950904846,1,2,0,1,0,0,0,1,1,NA,0,1,24.7000007629395,2.62725139799731,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,2.64179864719261
1992,312,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264.93,11993.24,31.4245166778564,0,1,101.479385375977,0.909663200378418,1,2,0,1,0,1,1,1,1,NA,0,1,24.1000003814697,2.61046734398694,0,0,0,1,0,NA,NA,1,NA,NA,NA,NA,2.62725139799731
1993,321,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,11792.44,26.4487819671631,0,1,109.300216674805,0.572742223739624,1,2,0,1,0,0,0,1,1,NA,0,1,23.6000003814697,2.58473540506049,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,2.61046734398694
1994,331,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266.95,12301.74,21.4701843261719,0,1,107.520004272461,0.749880135059357,1,2,0,1,0,0,0,1,1,NA,0,1,23.1000003814697,2.5523121229701,0,0,0,1,0,0,NA,1,NA,NA,NA,NA,2.58473540506049
1995,333,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,12968.98,23.1701126098633,0,3,118.217308044434,0.632010698318481,1,2,1,1,0,0,0,1,1,NA,0,1,22.6000003814697,2.50836666119124,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,2.5523121229701
1996,349,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.09,13411.87,24.1670475006104,0,3,117.531715393066,0.670735955238342,1,2,1,1,0,0,0,1,1,NA,0,1,22,2.4626705169447,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,2.50836666119124
1997,346,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.29,13880.89,21.06982421875,0,3,115.462066650391,0.675070643424988,1,2,1,1,0,0,0,1,1,NA,0,1,21.2999992370605,2.41616311481205,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.4626705169447
1998,344,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.5,14499.81,16.5985279083252,0,3,108.12060546875,0.666091442108154,1,2,1,1,0,0,0,1,1,NA,0,1,20.7000007629395,2.3621611261715,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,2.41616311481205
1999,348,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.7,15230.43,33.4367332458496,0,3,108.143486022949,0.70288348197937,1,2,1,1,0,0,0,1,1,NA,0,1,20.1000003814697,2.29874827432508,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2.3621611261715
1981,28,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.12,2600.37,NA,0,NA,113.261367797852,7.24872779846191,NA,NA,NA,NA,0,1,1,1,1,NA,0,0,35.5,0.852831809421988,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,68,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.83,2934.77,NA,0,NA,110.774131774902,0.277577877044678,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,0.897941633174244,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852831809421988
1983,74,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.76,3182.62,NA,0,NA,101.714553833008,0.250231713056564,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,0.939639632285911,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897941633174244
1984,86,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.85,3334.18,NA,0,NA,104.002639770508,2.55987477302551,NA,NA,NA,NA,0,1,1,1,1,NA,0,0,NA,0.978249861285343,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.939639632285911
1985,86,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.85,3508.01,NA,0,NA,96.4948501586914,3.04305362701416,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,1.01759187249671,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.978249861285343
1986,94,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.67,3951.43,NA,0,NA,112.544616699219,4.6265697479248,NA,NA,NA,NA,0,1,1,1,1,NA,0,0,NA,1.05730969593501,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01759187249671
1987,97,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.25,4318.56,NA,0,NA,114.568801879883,10.6994199752808,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,1.09136444108054,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.05730969593501
1988,116,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.74,4654.27,NA,0,NA,123.427886962891,8.295334815979,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,1.12756204036637,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.09136444108054
1989,116,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.27,4689.81,NA,0,NA,125.551177978516,11.2119970321655,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,1.16350890081679,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.12756204036637
1990,129,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.71,5314.06,NA,0,NA,135.079162597656,7.74934864044189,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,NA,1.19767596448754,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,1.16350890081679
1991,131,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.04,5404.06,NA,0,NA,121.168769836426,8.43630695343018,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,31.2000007629395,1.23065116790771,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.19767596448754
1992,133,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.78,6074.98,NA,0,NA,117.286331176758,10.6441335678101,NA,NA,NA,NA,0,0,0,1,1,NA,0,0,31,1.26350715150942,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1.23065116790771
1993,139,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.11,6287.52,NA,0,NA,109.57625579834,6.58621788024902,NA,NA,NA,NA,0,0,0,1,1,NA,0,1,30.7000007629395,1.29601843096336,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.26350715150942
1994,149,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.55,6376.18,NA,0,NA,111.854095458984,10.489221572876,NA,NA,NA,NA,0,0,0,1,1,NA,0,1,30.3999996185303,1.32832749662541,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.29601843096336
1995,150,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.95,6538.86,NA,0,NA,114.222190856934,24.1444892883301,NA,NA,NA,NA,0,0,0,1,1,NA,0,1,NA,1.35958414084073,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.32832749662541
1996,160,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.09,6936.22,NA,0,NA,112.711463928223,7.52819585800171,NA,NA,NA,NA,0,0,0,1,1,NA,0,1,NA,1.39241547955386,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.35958414084073
1997,163,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.01,7224.92,NA,0,NA,126.128295898438,8.59088897705078,NA,NA,NA,NA,0,0,0,1,1,NA,0,1,NA,1.42296756762469,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.39241547955386
