country	year	idcode	hrai	hrsd	lagus	lagun	civilwar25	laghrsd	hrsd4	hrsd3	hrsd2	hrsd1	coldwar	lagusaid2	lagttrade2	ustotal2	lagpopgled	laggdpgpc	laggdpchng	dissent	lagdemo	lagusdemo	lagundemo	lagtotsancdemo	lagtotsanc
Canada	1976	20	1	1	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	10.0494	9.71935	NA	0	NA	NA	NA	NA	NA
Canada	1977	20	1	1	0	0	0	1	0	0	0	1	1	0	24.9062	24.5259	10.0626	9.76415	5.2	0	1	0	0	1	1
Canada	1978	20	1	1	0	0	0	1	0	0	0	1	1	0	25.0589	24.64	10.0743	9.77917	3.4	0	1	0	0	0	0
Canada	1979	20	1	1	0	0	0	1	0	0	0	1	1	0	25.1175	24.7087	10.0843	9.81035	3.9	0	1	0	0	0	0
Canada	1980	20	1	1	0	0	0	1	0	0	0	1	1	0	25.2166	24.8053	10.0942	9.85303	3.8	0	1	0	0	1	1
Canada	1981	20	1	1	0	0	0	1	0	0	0	1	1	0	25.4035	24.9958	10.1071	9.85138	2.1	0	1	0	0	0	0
Canada	1982	20	1	1	0	0	0	1	0	0	0	1	1	0	25.5289	25.0618	10.1194	9.88059	3	1	1	0	0	0	0
Canada	1983	20	1	1	0	0	0	1	0	0	0	1	1	0	25.6205	25.1634	10.1313	9.81776	-2.9	2	1	0	0	0	0
Canada	1984	20	1	1	0	0	0	1	0	0	0	1	1	0	25.5258	25.0033	10.1412	9.84061	2.8	0	1	0	0	0	0
Canada	1985	20	1	1	0	0	0	1	0	0	0	1	1	0	25.623	25.1355	10.1506	9.89725	5.9	0	1	0	0	0	0
Canada	1986	20	1	1	0	0	0	1	0	0	0	1	1	0	25.7969	25.32	10.1598	9.93789	4.8	0	1	0	0	0	0
Canada	1987	20	1	1	0	0	0	1	0	0	0	1	1	0	25.8136	25.3415	10.1697	9.95243	2.4	1	1	0	0	0	0
Canada	1988	20	1	1	0	0	0	1	0	0	0	1	1	0	25.8351	25.3383	10.183	9.98654	4.2	0	1	0	0	0	0
Canada	1989	20	1	1	0	0	0	1	0	0	0	1	1	0	25.9187	25.5061	10.1961	10.0271	5	0	1	0	0	0	0
Canada	1990	20	1	1	0	0	0	1	0	0	0	1	1	0	26.0983	25.6659	10.2141	10.036	2.5	5	1	0	0	0	0
Canada	1991	20	1	1	0	0	0	1	0	0	0	1	0	0	26.1454	25.7525	10.2292	10.0146	0.2	0	1	0	0	0	0
Canada	1992	20	1	1	0	0	0	1	0	0	0	1	0	0	26.2033	25.7872	10.2411	9.97395	-2.1	0	1	0	0	0	0
Canada	1993	20	1	1	0	0	0	1	0	0	0	1	0	0	26.2021	25.7995	10.2533	9.96708	0.9	0	1	0	0	0	0
Canada	1994	20	1	1	0	0	0	1	0	0	0	1	0	0	26.2492	25.8558	10.2648	9.98083	2.3	0	1	0	0	0	0
Canada	1995	20	1	1	0	0	0	1	0	0	0	1	0	0	26.314	25.9594	10.2763	10.0217	4.8	0	1	0	0	0	0
Canada	1996	20	1	1	0	0	0	1	0	0	0	1	0	0	26.4406	26.0887	10.2872	10.0409	2.8	2	1	0	0	0	0
Canada	1997	20	1	1	0	0	0	1	0	0	0	1	0	0	26.5756	26.1829	10.298	10.0472	1.6	0	1	0	0	0	0
Canada	1998	20	1	1	0	0	0	1	0	0	0	1	0	0	26.6229	26.2335	10.3085	10.0891	4.2	0	1	0	0	0	0
Canada	1999	20	1	1	0	0	0	1	0	0	0	1	0	0	26.7279	26.3654	10.3172	10.1183	4.1	0	1	0	0	0	0
Canada	2000	20	1	1	0	0	0	1	0	0	0	1	0	0	26.732	26.392	10.3253	10.1619	5.7	2	1	0	0	0	0
Canada	2001	20	1	1	0	0	0	1	0	0	0	1	0	0	26.8274	26.4483	10.3336	10.2	5.3	0	1	0	0	0	0
Cuba	1976	40	3	3	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	9.22549	8.84008	NA	0	NA	NA	NA	NA	NA
Cuba	1977	40	3	4	3	0	0	3	0	1	0	0	1	0	22.699	0	9.22549	8.84008	5.4	0	0	0	0	0	1
Cuba	1978	40	4	4	3	0	0	4	1	0	0	0	1	0	22.6242	0	9.22549	8.84008	8.7	0	0	0	0	0	1
Cuba	1979	40	3	3	3	0	0	4	1	0	0	0	1	0	22.7181	15.2018	9.22549	8.84008	6.6	0	0	0	0	0	1
Cuba	1980	40	3	3	3	0	0	3	0	1	0	0	1	0	22.8992	0	9.22549	8.84008	1.1	0	0	0	0	0	1
Cuba	1981	40	3	3	3	0	0	3	0	1	0	0	1	0	23.0032	0	9.22549	8.84008	-4.8	0	0	0	0	0	1
Cuba	1982	40	3	3	3	0	0	3	0	1	0	0	1	0	23.1772	0	9.22549	8.84008	19.7	0	0	0	0	0	1
Cuba	1983	40	3	3	3	0	0	3	0	1	0	0	1	0	23.1874	14.221	9.22549	8.84008	8.9	0	0	0	0	0	1
Cuba	1984	40	3	3	3	0	0	3	0	1	0	0	1	0	23.2473	14.5087	9.22549	8.84008	5.4	0	0	0	0	0	1
Cuba	1985	40	3	3	3	0	0	3	0	1	0	0	1	0	23.3151	14.3461	9.22549	8.84008	7.9	0	0	0	0	0	1
Cuba	1986	40	3	4	3	0	0	3	0	1	0	0	1	0	23.1898	14.5574	9.22549	8.84008	1.6	0	0	0	0	0	1
Cuba	1987	40	3	3	3	0	0	4	1	0	0	0	1	0	23.1905	14.5574	9.23463	8.86498	0.1	0	0	0	0	0	1
Cuba	1988	40	3	3	3	0	0	3	0	1	0	0	1	0	23.0616	14.7318	9.24534	8.84335	-2.4	0	0	0	0	0	1
Cuba	1989	40	3	3	3	0	0	3	0	1	0	0	1	0	22.9257	14.691	9.25614	8.85788	3.7	0	0	0	0	0	1
Cuba	1990	40	3	3	3	0	0	3	0	1	0	0	1	0	22.9622	15.7176	9.26643	8.85006	0.7	0	0	0	0	0	1
Cuba	1991	40	3	3	3	0	0	3	0	1	0	0	0	0	22.8905	15.6401	9.27748	8.80514	-2.9	0	0	0	0	0	1
Cuba	1992	40	3	3	3	0	0	3	0	1	0	0	0	12.2061	22.8057	14.7318	9.28665	8.75142	-10.7	0	0	0	0	0	1
Cuba	1993	40	3	3	3	0	0	3	0	1	0	0	0	13.1224	22.4261	14.691	9.29369	8.64391	-11.6	0	0	0	0	0	1
Cuba	1994	40	3	3	3	0	0	3	0	1	0	0	0	13.9978	22.067	14.691	9.30015	8.51664	-14.9	3	0	0	0	0	1
Cuba	1995	40	4	3	3	0	0	3	0	1	0	0	0	13.1224	21.8349	15.3416	9.30205	8.53284	0.7	0	0	0	0	0	1
Cuba	1996	40	3	3	3	0	0	3	0	1	0	0	0	13.3047	21.9979	15.9903	9.30552	8.53436	2.5	0	0	0	0	0	1
Cuba	1997	40	3	3	3	0	0	3	0	1	0	0	0	13.7102	22.2241	16.3332	9.30915	8.56777	7.8	0	0	0	0	0	1
Cuba	1998	40	3	3	3	0	0	3	0	1	0	0	0	13.3047	22.3993	16.2225	9.30915	8.56777	2.5	0	0	0	0	0	1
Cuba	1999	40	3	3	3	0	0	3	0	1	0	0	0	13.3047	22.4028	16.76	9.30915	8.56777	1.2	0	0	0	0	0	1
Cuba	2000	40	3	3	3	0	0	3	0	1	0	0	0	12.8992	22.4181	15.8949	9.30915	8.56777	6.2	2	0	0	0	0	1
Cuba	2001	40	3	3	3	0	0	3	0	1	0	0	0	13.4588	22.4252	16.2134	9.30915	8.56777	5.6	0	0	0	0	0	1
Haiti	1976	41	3	3	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	8.50106	6.82653	NA	0	NA	NA	NA	NA	NA
Haiti	1977	41	4	3	0	0	0	3	0	1	0	0	1	16.0455	19.2013	19.2145	8.51779	6.88295	8.4	0	0	0	0	0	1
Haiti	1978	41	4	2	0	0	0	3	0	1	0	0	1	16.9683	19.5505	19.3888	8.53449	6.87519	0.5	0	0	0	0	0	0
Haiti	1979	41	3	3	0	0	0	2	0	0	1	0	1	17.5217	19.6427	19.548	8.55125	6.90876	4.9	1	0	0	0	0	0
Haiti	1980	41	4	3	0	0	0	3	0	1	0	0	1	17.1297	19.7193	19.5271	8.5682	6.94487	7.6	0	0	0	0	0	0
Haiti	1981	41	3	3	0	0	0	3	0	1	0	0	1	17.0264	19.775	19.7167	8.58541	7.01328	7.4	0	0	0	0	0	0
Haiti	1982	41	3	2	0	0	0	3	0	1	0	0	1	17.115	20.1253	20.0298	8.6029	6.97156	-2.9	0	0	0	0	0	0
Haiti	1983	41	3	3	0	0	0	2	0	0	1	0	1	17.3565	20.0794	20.0228	8.62065	6.91794	-3.6	0	0	0	0	0	0
Haiti	1984	41	3	3	0	0	0	3	0	1	0	0	1	17.3507	20.3518	20.2566	8.63872	6.90195	0.9	2	0	0	0	0	0
Haiti	1985	41	3	3	0	0	0	3	0	1	0	0	1	17.6485	20.4597	20.4598	8.65719	6.8819	0.3	2	0	0	0	0	0
Haiti	1986	41	3	2	0	0	0	3	0	1	0	0	1	17.6571	20.5422	20.596	8.67608	6.87499	0.6	8	0	0	0	0	0
Haiti	1987	41	5	3	0	0	0	2	0	0	1	0	1	17.8319	20.4436	20.4609	8.69534	6.84903	-0.5	9	0	0	0	0	0
Haiti	1988	41	4	3	1	0	0	3	0	1	0	0	1	18.1696	20.1039	20.1696	8.71496	6.81358	-0.7	2	0	0	0	0	1
Haiti	1989	41	3	3	1	0	0	3	0	1	0	0	1	18.4316	20.223	20.3181	8.73487	6.80545	4.7	2	0	0	0	0	1
Haiti	1990	41	4	4	1	0	0	3	0	1	0	0	1	17.5119	20.1945	20.3031	8.75504	6.74528	1.1	3	0	0	0	0	1
Haiti	1991	41	4	5	2	0	0	4	1	0	0	0	0	17.9666	19.9181	20.2538	8.7754	6.76378	-0.1	5	1	2	0	1	1
Haiti	1992	41	4	4	2	0	0	5	0	0	0	0	0	17.9198	20.4275	20.4772	8.79376	6.87314	0.3	0	0	0	0	0	1
Haiti	1993	41	4	4	2	0	0	4	1	0	0	0	0	18.2173	20.7102	20.529	8.81315	6.76464	-13.2	3	0	0	0	0	1
Haiti	1994	41	5	4	2	2	0	4	1	0	0	0	0	17.9744	20.1494	19.9355	8.83354	6.73604	-2.4	2	0	0	0	0	1
Haiti	1995	41	2	3	2	3	0	4	1	0	0	0	0	18.4628	20.2882	19.957	8.85496	6.93089	-8.3	5	1	2	3	1	1
Haiti	1996	41	3	3	0	0	0	3	0	1	0	0	0	18.5879	19.998	19.9069	8.87738	7.28891	4.4	2	1	0	0	0	0
Haiti	1997	41	2	3	0	0	0	3	0	1	0	0	0	18.9425	20.8516	20.8688	8.90055	7.47125	2.7	13	1	0	0	0	0
Haiti	1998	41	3	3	2	0	0	3	0	1	0	0	0	18.4883	20.8552	20.7176	8.92159	7.61318	1.4	0	1	2	0	1	1
Haiti	1999	41	3	3	2	0	0	3	0	1	0	0	0	18.5438	20.9825	20.7721	8.94207	7.76178	3.1	2	1	2	0	1	1
Haiti	2000	41	4	3	2	0	0	3	0	1	0	0	0	18.5921	21.1537	20.8639	8.94207	7.76178	2.3	8	0	0	0	0	1
Haiti	2001	41	3	3	2	0	0	3	0	1	0	0	0	18.4865	21.2726	20.9678	8.94207	7.76178	0.9	1	0	0	0	0	1
Dominican Republic	1976	42	3	2	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	8.52675	7.85489	NA	0	NA	NA	NA	NA	NA
Dominican Republic	1977	42	3	2	0	0	0	2	0	0	1	0	1	15.8949	21.5317	20.8108	8.55171	7.88334	6.7	0	0	0	0	0	1
Dominican Republic	1978	42	3	2	0	0	0	2	0	0	1	0	1	15.2971	21.4301	20.7629	8.57629	7.90983	5	0	0	0	0	0	0
Dominican Republic	1979	42	2	2	0	0	0	2	0	0	1	0	1	15.1505	21.4093	20.6291	8.60049	7.91531	2.1	4	0	0	0	0	0
Dominican Republic	1980	42	3	2	0	0	0	2	0	0	1	0	1	15.5383	21.3692	20.6556	8.62429	7.94587	4.5	0	0	0	0	0	0
Dominican Republic	1981	42	2	2	0	0	0	2	0	0	1	0	1	15.6561	21.4529	20.9221	8.64769	7.97828	8	3	0	0	0	0	0
Dominican Republic	1982	42	2	2	0	0	0	2	0	0	1	0	1	16.2836	21.6465	21.187	8.67072	8.03067	4.3	0	0	0	0	0	0
Dominican Republic	1983	42	1	1	0	0	0	2	0	0	1	0	1	16.7333	21.7391	21.1576	8.69334	8.04477	1.7	0	0	0	0	0	0
Dominican Republic	1984	42	3	2	0	0	0	1	0	0	0	1	1	16.9466	21.5409	21.0069	8.7157	8.06162	4.6	4	0	0	0	0	0
Dominican Republic	1985	42	1	1	0	0	0	2	0	0	1	0	1	17.0964	21.5497	20.9576	8.73799	8.04202	1.3	1	0	0	0	0	0
Dominican Republic	1986	42	3	2	0	0	0	1	0	0	0	1	1	17.1759	21.4862	20.796	8.7603	8.03607	-2.1	4	0	0	0	0	0
Dominican Republic	1987	42	3	2	0	0	0	2	0	0	1	0	1	17.7648	21.4402	20.9167	8.78253	8.05065	3.5	4	0	0	0	0	0
Dominican Republic	1988	42	3	2	0	0	0	2	0	0	1	0	1	17.9148	21.48	21.1191	8.80462	8.07264	10.1	5	0	0	0	0	0
Dominican Republic	1989	42	2	2	0	0	0	2	0	0	1	0	1	17.6332	21.5749	21.3045	8.8265	8.09734	2.2	2	0	0	0	0	0
Dominican Republic	1990	42	2	2	0	0	0	2	0	0	1	0	1	16.8553	21.6585	21.4288	8.84808	8.10738	4.4	3	0	0	0	0	0
Dominican Republic	1991	42	2	2	0	0	0	2	0	0	1	0	0	17.5193	21.8179	21.6238	8.86926	8.05825	-5	3	0	0	0	0	0
Dominican Republic	1992	42	2	2	0	0	0	2	0	0	1	0	0	16.9936	21.7418	21.6331	8.88975	8.05038	0.8	7	0	0	0	0	0
Dominican Republic	1993	42	2	2	0	0	0	2	0	0	1	0	0	17.0183	21.7173	21.6984	8.90955	8.09129	10.2	0	0	0	0	0	0
Dominican Republic	1994	42	2	2	0	0	0	2	0	0	1	0	0	17.1759	21.803	21.8539	8.92866	8.12886	5.6	2	0	0	0	0	0
Dominican Republic	1995	42	2	2	0	0	0	2	0	0	1	0	0	16.7652	21.8745	21.9556	8.94709	8.17323	3.9	10	0	0	0	0	0
Dominican Republic	1996	42	3	3	0	0	0	2	0	0	1	0	0	16.791	21.7205	22.0533	8.96482	8.22144	4.6	0	0	0	0	0	0
Dominican Republic	1997	42	3	3	0	0	0	3	0	1	0	0	0	16.4827	21.7339	22.0639	8.98263	8.27576	8.3	4	1	0	0	0	0
Dominican Republic	1998	42	3	3	0	0	0	3	0	1	0	0	0	16.4256	21.8019	22.0538	8.98318	8.40014	8.2	0	1	0	0	0	0
Dominican Republic	1999	42	3	3	0	0	0	3	0	1	0	0	0	16.6834	23.1694	22.8304	9.00002	8.45036	7.4	2	1	0	0	0	0
Dominican Republic	2000	42	2	3	0	0	0	3	0	1	0	0	0	16.7279	23.2679	22.9132	9.01655	8.50806	8.1	1	1	0	0	0	0
Dominican Republic	2001	42	3	3	0	0	0	3	0	1	0	0	0	17.3737	23.3179	22.9554	9.03277	8.56982	7.8	0	1	0	0	0	0
Jamaica	1976	51	2	2	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	7.60738	8.28457	NA	3	NA	NA	NA	NA	NA
Jamaica	1977	51	2	2	0	0	0	2	0	0	1	0	1	15.2741	21.3626	20.5046	7.6196	8.23152	-6.5	3	1	0	0	1	1
Jamaica	1978	51	2	2	0	0	0	2	0	0	1	0	1	14.604	21.1625	20.2655	7.63022	8.22319	-2.4	0	1	0	0	0	0
Jamaica	1979	51	2	2	0	0	0	2	0	0	1	0	1	17.2875	21.1288	20.1929	7.64036	8.22462	0.5	4	1	0	0	0	0
Jamaica	1980	51	1	1	0	0	0	2	0	0	1	0	1	16.964	21.2352	20.3962	7.65174	8.20905	-1.8	3	1	0	0	0	0
Jamaica	1981	51	1	1	0	0	0	1	0	0	0	1	1	16.7114	21.2642	20.2257	7.66529	8.14668	-5.7	0	1	0	0	0	0
Jamaica	1982	51	1	1	0	0	0	1	0	0	0	1	1	16.4965	21.3671	20.3327	7.67893	8.14292	2.6	0	1	0	0	0	0
Jamaica	1983	51	1	1	0	0	0	1	0	0	0	1	1	18.1128	21.4978	20.738	7.69626	8.12346	1.2	0	1	0	0	0	0
Jamaica	1984	51	2	2	0	0	0	1	0	0	0	1	1	18.7471	21.3838	20.6804	7.71459	8.13171	2.3	0	1	0	0	0	0
Jamaica	1985	51	2	2	0	0	0	2	0	0	1	0	1	18.4551	21.2968	20.683	7.73189	8.12255	-0.9	2	1	0	0	0	0
Jamaica	1986	51	2	2	0	0	0	2	0	0	1	0	1	18.5169	21.2937	20.7622	7.74548	8.10024	-4.6	1	1	0	0	0	0
Jamaica	1987	51	1	2	0	0	0	2	0	0	1	0	1	18.8787	21.2049	20.6042	7.75611	8.10881	1.7	0	1	0	0	0	0
Jamaica	1988	51	3	2	0	0	0	2	0	0	1	0	1	18.6573	21.156	20.6698	7.76243	8.19908	7.7	0	1	0	0	0	0
Jamaica	1989	51	2	2	0	0	0	2	0	0	1	0	1	18.3142	21.378	20.9152	7.76489	8.219	2.9	0	1	0	0	0	0
Jamaica	1990	51	2	2	0	0	0	2	0	0	1	0	1	18.2062	21.556	21.103	7.77271	8.26121	6.8	0	1	0	0	0	0
Jamaica	1991	51	1	3	0	0	0	2	0	0	1	0	0	18.5691	21.7367	21.3805	7.78468	8.31884	5.5	0	1	0	0	0	0
Jamaica	1992	51	3	3	0	0	0	3	0	1	0	0	0	18.1087	21.8054	21.3383	7.79367	8.27732	0.9	2	1	0	0	0	0
Jamaica	1993	51	2	3	0	0	0	3	0	1	0	0	0	18.1449	21.788	21.3584	7.80303	8.25095	10.3	0	1	0	0	0	0
Jamaica	1994	51	1	3	0	0	0	3	0	1	0	0	0	18.1709	21.8632	21.4014	7.81262	8.23116	2	3	1	0	0	0	0
Jamaica	1995	51	3	3	0	0	0	3	0	1	0	0	0	18.2137	21.9828	21.5722	7.82244	8.23965	0.9	1	1	0	0	0	0
Jamaica	1996	51	1	2	0	0	0	3	0	1	0	0	0	17.2844	21.9832	21.5293	7.83285	8.2444	1	2	1	0	0	0	0
Jamaica	1997	51	2	2	0	0	0	2	0	0	1	0	0	16.9936	22.1922	21.8165	7.83913	8.24385	-1.1	1	1	0	0	0	0
Jamaica	1998	51	3	3	0	0	0	2	0	0	1	0	0	17.2844	22.3016	21.8646	7.84542	8.24074	-1.7	5	1	0	0	0	0
Jamaica	1999	51	3	3	0	0	0	3	0	1	0	0	0	16.9852	22.3395	21.8138	7.85399	8.23238	-0.3	7	1	0	0	0	0
Jamaica	2000	51	3	3	0	0	0	3	0	1	0	0	0	16.5692	22.2181	21.7664	7.85941	8.22034	-0.4	0	1	0	0	0	0
Jamaica	2001	51	4	3	0	0	0	3	0	1	0	0	0	16.9156	22.2007	21.737	7.87588	8.21408	0.7	2	1	0	0	0	0
Trinidad and Tobago	1976	52	1	1	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	6.91968	8.90078	NA	0	NA	NA	NA	NA	NA
Trinidad and Tobago	1977	52	1	1	0	0	0	1	0	0	0	1	1	0	21.9996	20.1801	6.9303	8.98206	6.4	0	1	0	0	1	1
Trinidad and Tobago	1978	52	1	1	0	0	0	1	0	0	0	1	1	0	22.1678	20.3624	6.94223	9.0203	9.1	0	1	0	0	0	0
Trinidad and Tobago	1979	52	2	2	0	0	0	1	0	0	0	1	1	0	22.1299	20.3338	6.95559	9.10829	10	0	1	0	0	0	0
Trinidad and Tobago	1980	52	1	1	0	0	0	2	0	0	1	0	1	0	22.1032	20.4153	6.97042	9.14392	3.6	1	1	0	0	0	0
Trinidad and Tobago	1981	52	1	1	0	0	0	1	0	0	0	1	1	0	22.2114	20.7305	6.98657	9.16879	10.4	0	1	0	0	0	0
Trinidad and Tobago	1982	52	1	1	0	0	0	1	0	0	0	1	1	0	22.6202	21.1399	7.00401	9.23422	4.6	0	1	0	0	0	0
Trinidad and Tobago	1983	52	1	1	0	0	0	1	0	0	0	1	1	0	22.6153	21.1169	7.02295	9.30481	3.8	0	1	0	0	0	0
Trinidad and Tobago	1984	52	1	1	0	0	0	1	0	0	0	1	1	0	22.5816	21.4897	7.04183	9.23843	-10.3	0	1	0	0	0	0
Trinidad and Tobago	1985	52	1	1	0	0	0	1	0	0	0	1	1	0	22.2575	21.3065	7.05845	9.31765	-5.8	0	1	0	0	0	0
Trinidad and Tobago	1986	52	1	1	0	0	0	1	0	0	0	1	1	0	22.253	21.015	7.07157	9.20359	-4.1	0	1	0	0	0	0
Trinidad and Tobago	1987	52	1	1	0	0	0	1	0	0	0	1	1	0	22.0809	20.8214	7.08182	9.14937	-3.3	0	1	0	0	0	0
Trinidad and Tobago	1988	52	2	1	0	0	0	1	0	0	0	1	1	0	21.7105	20.8218	7.08963	9.15387	-4.6	0	1	0	0	0	0
Trinidad and Tobago	1989	52	1	1	0	0	0	1	0	0	0	1	1	0	21.6248	20.583	7.09532	9.1392	-3.9	1	1	0	0	0	0
Trinidad and Tobago	1990	52	2	2	0	0	0	1	0	0	0	1	1	0	21.5905	20.4266	7.09939	9.12238	-0.8	0	1	0	0	0	0
Trinidad and Tobago	1991	52	2	2	0	0	0	2	0	0	1	0	0	0	21.681	20.9021	7.1025	9.07854	1.5	0	1	0	0	0	0
Trinidad and Tobago	1992	52	1	2	0	0	0	2	0	0	1	0	0	0	21.8079	20.6533	7.11162	9.25673	2.7	0	1	0	0	0	0
Trinidad and Tobago	1993	52	2	2	0	0	0	2	0	0	1	0	0	0	21.9389	20.841	7.11962	9.16056	-1.6	1	1	0	0	0	0
Trinidad and Tobago	1994	52	1	2	0	0	0	2	0	0	1	0	0	0	21.8209	20.7706	7.12687	9.14184	-1.4	0	1	0	0	0	0
Trinidad and Tobago	1995	52	2	1	0	0	0	2	0	0	1	0	0	0	21.7582	20.7954	7.1337	9.09183	3.6	0	1	0	0	0	0
Trinidad and Tobago	1996	52	1	2	0	0	0	1	0	0	0	1	0	0	21.7381	20.8234	7.14045	9.12677	4	0	1	0	0	0	0
Trinidad and Tobago	1997	52	2	1	0	0	0	2	0	0	1	0	0	0	21.986	21.1655	7.14691	9.1571	5.2	0	1	0	0	0	0
Trinidad and Tobago	1998	52	2	1	0	0	0	1	0	0	0	1	0	0	22.2582	21.1172	7.15285	8.9973	6.9	0	1	0	0	0	0
Trinidad and Tobago	1999	52	2	1	0	0	0	1	0	0	0	1	0	0	22.4793	21.7117	7.15862	9.13912	7.7	0	1	0	0	0	0
Trinidad and Tobago	2000	52	2	1	0	0	0	1	0	0	0	1	0	0	22.425	21.5721	7.16453	9.28959	10.6	0	1	0	0	0	0
Trinidad and Tobago	2001	52	2	1	0	0	0	1	0	0	0	1	0	0	23.487	21.3725	7.17089	9.32145	11.3	0	1	0	0	0	0
Mexico	1976	70	3	2	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	10.9522	8.77423	NA	1	NA	NA	NA	NA	NA
Mexico	1977	70	3	3	0	0	0	2	0	0	1	0	1	11.5129	22.8815	22.9071	10.9821	8.78899	4.2	3	0	0	0	0	1
Mexico	1978	70	3	3	0	0	0	3	0	1	0	0	1	13.3047	22.8923	22.854	11.0113	8.79226	3.4	2	0	0	0	0	0
Mexico	1979	70	3	3	0	0	0	3	0	1	0	0	1	16.5755	22.9288	22.8023	11.0397	8.84252	8.2	2	0	0	0	0	0
Mexico	1980	70	3	3	0	0	0	3	0	1	0	0	1	16.8359	23.2646	23.1055	11.0677	8.89922	9.2	0	0	0	0	0	0
Mexico	1981	70	3	3	0	0	0	3	0	1	0	0	1	16.4108	23.7078	23.5407	11.0989	8.94308	8.3	0	0	0	0	0	0
Mexico	1982	70	3	3	0	0	0	3	0	1	0	0	1	15.817	24.1807	23.9827	11.1223	9.00108	8.8	0	0	0	0	0	0
Mexico	1983	70	3	2	0	0	0	3	0	1	0	0	1	16.108	24.4191	24.1823	11.1453	8.9841	-0.7	0	0	0	0	0	0
Mexico	1984	70	3	3	0	0	0	2	0	0	1	0	1	15.9788	24.2527	23.7192	11.1679	8.92896	-4.3	0	0	0	0	0	0
Mexico	1985	70	3	3	0	0	0	3	0	1	0	0	1	15.9196	24.1007	23.3652	11.1899	8.94261	3.6	1	0	0	0	0	0
Mexico	1986	70	3	3	0	0	0	3	0	1	0	0	1	15.9437	24.228	23.6374	11.2112	8.9455	2.8	2	0	0	0	0	0
Mexico	1987	70	3	3	0	0	0	3	0	1	0	0	1	16.2314	24.2716	23.8407	11.2319	8.89502	-3.8	1	0	0	0	0	0
Mexico	1988	70	3	3	0	0	0	3	0	1	0	0	1	16.292	24.0261	23.7173	11.2521	8.88886	1.9	1	0	0	0	0	0
Mexico	1989	70	3	3	0	0	0	3	0	1	0	0	1	16.6777	24.2276	23.8515	11.2722	8.85011	1.2	1	0	0	0	0	0
Mexico	1990	70	4	3	0	0	0	3	0	1	0	0	1	16.7224	24.411	24.2353	11.2919	8.87264	4.2	0	0	0	0	0	0
Mexico	1991	70	3	3	0	0	0	3	0	1	0	0	0	18.0611	24.5318	24.4251	11.3114	8.90025	5.1	2	0	0	0	0	0
Mexico	1992	70	3	3	0	0	0	3	0	1	0	0	0	17.546	24.7645	24.5991	11.3465	8.90483	4.2	0	0	0	0	0	0
Mexico	1993	70	3	4	0	0	0	3	0	1	0	0	0	17.8725	25.2411	24.9738	11.3649	8.91763	3.6	2	0	0	0	0	0
Mexico	1994	70	4	4	0	0	0	4	1	0	0	0	0	17.5814	25.3984	25.1645	11.3828	8.91987	2	3	0	0	0	0	0
Mexico	1995	70	4	4	0	0	0	4	1	0	0	0	0	17.3419	25.48	25.2026	11.4003	8.94231	4.4	5	0	0	0	0	0
Mexico	1996	70	4	3	0	0	0	4	1	0	0	0	0	16.4108	25.6584	25.404	11.4176	8.87835	-6.2	3	0	0	0	0	0
Mexico	1997	70	4	3	0	0	0	3	0	1	0	0	0	16.2403	25.7373	25.3315	11.4344	8.90166	5.2	4	0	0	0	0	0
Mexico	1998	70	3	3	0	0	0	3	0	1	0	0	0	17.0581	25.9347	25.5467	11.4509	8.94104	6.8	5	0	0	0	0	0
Mexico	1999	70	3	3	0	0	0	3	0	1	0	0	0	17.7668	26.1153	25.7574	11.4671	8.96975	5	1	0	0	0	0	0
Mexico	2000	70	3	3	0	0	0	3	0	1	0	0	0	17.7012	26.214	25.8723	11.4869	8.98711	3.6	7	0	0	0	0	0
Mexico	2001	70	3	3	0	0	0	3	0	1	0	0	0	17.5242	26.3479	25.9789	11.4847	9.07822	6.6	2	1	0	0	0	0
Guatemala	1976	90	4	4	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	8.70251	8.14274	NA	0	NA	NA	NA	NA	NA
Guatemala	1977	90	5	3	0	0	1	4	1	0	0	0	1	16.4617	21.0186	20.0448	8.72831	8.15616	7.4	2	0	0	0	0	1
Guatemala	1978	90	5	3	1	0	1	3	0	1	0	0	1	17.5883	21.1873	20.2765	8.75337	8.20261	7.8	5	0	0	0	0	1
Guatemala	1979	90	5	3	1	0	1	3	0	1	0	0	1	16.8456	21.5016	20.4274	8.77801	8.22599	5	7	0	0	0	0	1
Guatemala	1980	90	5	4	1	0	1	3	0	1	0	0	1	16.1857	21.5715	20.4802	8.80267	8.27199	4.7	1	0	0	0	0	1
Guatemala	1981	90	5	4	1	0	1	4	1	0	0	0	1	17.0223	21.7058	20.6734	8.82761	8.30828	3.8	0	0	0	0	0	1
Guatemala	1982	90	5	4	1	0	1	4	1	0	0	0	1	16.3805	21.8145	20.8229	8.85273	8.29235	0.7	0	0	0	0	0	1
