"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd"
1993,629,461,1,0,0,0,4,5,4,NA,0,NA,NA,NA,1,1,-1.160476468666,0.214439886478872
1994,629,461,0,0,1,0,3,4,4,NA,0,NA,NA,NA,0,1,-0.87180077411246,0.209701524483519
1995,629,461,2,1,1,1,2,3,3,3,0,NA,NA,NA,0,5,-0.414652196364064,0.204067816219589
1996,629,461,2,1,1,1,2,3,3,6,0,NA,NA,NA,0,5,-0.321035320310031,0.205396347000573
1997,629,461,2,0,1,0,2,3,3,6,0,NA,NA,NA,0,3,-0.384011606821684,0.214349908485672
1998,629,461,2,1,1,0,4,4,3,6,0,NA,NA,NA,0,4,-0.472961302098552,0.212879423612222
1999,629,461,2,1,1,0,3,3,3,6,0,NA,NA,NA,0,4,-0.218226271261407,0.210951922922682
2000,629,461,2,1,1,1,3,2,NA,5,0,NA,NA,NA,0,5,0.0814631814289943,0.210241098879491
2001,629,461,2,2,1,0,2,3,NA,6,0,NA,NA,NA,0,5,0.168012346177588,0.21501312167636
2002,629,461,2,2,1,0,2,2,NA,1,0,NA,NA,NA,0,5,0.270075983593731,0.21979417837333
2003,629,461,2,1,1,1,3,3,NA,5,0,NA,NA,NA,0,5,0.0123466553460624,0.219639260916157
2004,629,461,2,1,1,0,3,3,NA,5,0,NA,NA,NA,0,4,-0.274652560704742,0.22122144743453
2005,629,461,1,0,1,0,5,4,NA,5,0,NA,NA,NA,1,2,-0.654373842885906,0.227176540863972
2006,629,461,1,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,3,-0.320196475628039,0.225587059191972
2007,629,461,2,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,4,-0.0282810373381045,0.228781473198705
2008,629,461,2,2,1,0,2,3,NA,NA,0,NA,NA,NA,0,5,0.232899775929143,0.228233212534262
2009,629,461,2,1,1,0,3,2,NA,NA,0,NA,NA,NA,0,4,0.281598673780443,0.233785773008207
2010,629,461,2,1,0,0,2,3,NA,NA,0,NA,NA,NA,0,3,0.232452898155694,0.263193272892321
1960,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.150163593744469,0.544716372546622
1961,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.147520541071035,0.527318045347208
1962,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.133522552466339,0.513377055724671
1963,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.106965815240895,0.503866281960132
1964,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,0.0673740739290063,0.49465554293568
1965,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0846362848327225,0.488309765950156
1966,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0916071871091941,0.48158386099396
1967,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0838985174722533,0.475852680539243
1968,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.0641322295191318,0.467032058020689
1969,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.034495595567785,0.456839950699672
1970,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.0117298378823918,0.444663010835837
1971,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.0726358310622058,0.430391583709514
1972,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.0797923053869396,0.415874714409735
1973,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.103554520782241,0.394833178671294
1974,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.145416038249099,0.368191768747143
1975,NA,471,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.205536048441978,0.327890971515937
1976,NA,471,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.284811405286033,0.260466959743931
1977,NA,471,NA,NA,NA,NA,3,1,NA,NA,0,0,0,0,NA,NA,-0.259116824262887,0.249719586688063
1978,NA,471,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.425017956608017,0.2468245442083
1979,NA,471,NA,NA,NA,NA,4,3,NA,NA,0,0,0,0,NA,NA,-0.57744555434964,0.241617272688047
1980,NA,471,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,-0.33516465424509,0.228966699393325
1981,191,471,1,1,0,1,2,2,NA,NA,0,0,0,0,NA,3,-0.340267855766762,0.211810994031854
1982,191,471,1,2,1,1,2,2,NA,NA,0,0,0,0,NA,5,-0.242924779570335,0.21394270269139
1983,191,471,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,6,-0.248865391488049,0.211671484690036
1984,191,471,2,1,0,0,4,3,NA,NA,0,0,0,NA,NA,3,-0.565921343024225,0.212369164090029
1985,191,471,2,0,0,0,3,2,2,NA,0,0,0,NA,NA,2,-0.423905578813358,0.211284678272948
1986,191,471,2,2,0,1,2,2,3,NA,0,0,0,NA,NA,5,-0.126675261007607,0.212515501087465
1987,191,471,2,1,1,2,2,2,1,NA,0,0,0,NA,NA,6,0.0570234770723207,0.217190024529211
1988,191,471,2,1,0,1,2,2,2,NA,0,NA,0,NA,NA,4,-0.0607333061095159,0.212007213679076
1989,191,471,2,1,0,1,2,2,3,NA,0,NA,NA,NA,0,4,-0.251348276304728,0.210322245072749
1990,191,471,2,0,0,0,2,3,2,NA,0,NA,NA,NA,0,2,-0.573864543527192,0.212380983420044
1991,191,471,0,0,0,0,3,4,4,NA,0,NA,NA,NA,0,0,-0.981724158991473,0.2130786399921
1992,191,471,2,1,0,0,3,4,4,NA,0,NA,NA,NA,0,3,-0.971506394466145,0.207854581340276
1993,191,471,1,0,0,0,3,3,5,NA,0,NA,NA,NA,0,1,-0.981523760279828,0.211276146703019
1994,191,471,2,0,0,0,4,4,4,NA,0,NA,NA,NA,1,2,-0.997584303587644,0.20850391270139
1995,191,471,2,2,0,0,3,3,5,4,0,NA,NA,NA,0,4,-0.698410111828033,0.207574338313259
1996,191,471,2,1,1,0,3,3,4,4,0,NA,NA,NA,0,4,-0.624554976480911,0.202832148679411
1997,191,471,2,1,0,0,3,3,3,6,0,NA,NA,NA,0,3,-0.659791226125584,0.207302922710585
1998,191,471,1,0,0,0,4,3,3,4,0,NA,NA,NA,0,1,-0.840155502021721,0.208467441851994
1999,191,471,1,0,1,0,4,4,3,6,0,NA,NA,NA,0,2,-0.993127675662201,0.207921650482729
2000,191,471,1,0,0,0,4,4,NA,6,0,NA,NA,NA,0,1,-1.01989234567902,0.215987726254053
2001,191,471,1,0,1,0,3,3,NA,4,0,NA,NA,NA,0,2,-0.784439584696291,0.214937509510213
2002,191,471,1,0,1,0,2,4,NA,4,0,NA,NA,NA,0,2,-0.755128824691874,0.220198006572683
2003,191,471,2,1,1,0,4,4,NA,4,0,NA,NA,NA,0,4,-0.694604904747536,0.218464494214545
2004,191,471,2,1,1,0,3,4,NA,1,0,NA,NA,NA,0,4,-0.558276167064482,0.220009272723837
2005,191,471,2,1,1,0,3,4,NA,4,0,NA,NA,NA,0,4,-0.492387363941771,0.219814179620281
2006,191,471,2,1,1,0,3,4,NA,NA,0,NA,NA,NA,0,4,-0.417229689805487,0.223423759098806
2007,191,471,2,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,4,-0.296116966199046,0.22458073850694
2008,191,471,2,0,1,0,4,4,NA,NA,0,NA,NA,NA,0,3,-0.382606218259366,0.225656654856968
2009,191,471,2,1,1,0,2,3,NA,NA,0,NA,NA,NA,0,4,-0.0513778350980132,0.236965817776786
2010,191,471,2,1,0,0,2,3,NA,NA,0,NA,NA,NA,0,3,0.0318425678359453,0.267664265811177
1960,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.347299395788434,0.403381244076677
1961,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.40911778780359,0.364745290964154
1962,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.512318797157244,0.334634771886934
1963,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.665592864445227,0.305311278443876
1964,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.890507252148168,0.278062843952945
1965,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-1.16725523202136,0.260139783575226
1966,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,-1.66486690258718,0.247013622124199
1967,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,-1.72163337100511,0.24354872026723
1968,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,-1.53064753318433,0.251433512050865
1969,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,-1.38837441967429,0.258715560125445
1970,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,-1.22599005485944,0.265977932828801
1971,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,-0.910684804521305,0.277681411594849
1972,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.655966563522014,0.299289892956527
1973,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.472493268131131,0.317567230694688
1974,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.331304482269638,0.324509720347255
1975,NA,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.218821023396884,0.313324944036388
1976,NA,475,NA,NA,NA,NA,1,2,NA,NA,0,0,0,1,NA,NA,-0.124042173435108,0.269290716277589
1977,NA,475,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,-0.111592141834624,0.245108336194171
1978,NA,475,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,NA,-0.149221911249879,0.243984982056416
1979,NA,475,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,-0.0512169076820174,0.240539060895329
1980,NA,475,NA,NA,NA,NA,2,2,NA,NA,0,0,0,0,NA,NA,-0.010101960973702,0.235273905114618
1981,488,475,2,2,1,1,NA,2,NA,NA,0,0,0,0,NA,6,-0.0380804984562685,0.22984067655925
1982,488,475,2,2,0,1,NA,2,NA,NA,0,0,0,0,NA,5,-0.053945222222511,0.235252091151085
1983,488,475,2,2,0,1,2,2,NA,NA,0,0,0,NA,NA,5,-0.00917229230675751,0.222254455540009
1984,488,475,2,2,0,2,3,2,NA,NA,0,0,0,NA,NA,6,-0.00923939065282374,0.222451375825446
1985,488,475,2,2,0,1,2,2,3,NA,0,0,0,NA,NA,5,0.0187959871155967,0.219125918985375
1986,488,475,2,2,1,1,3,2,1,NA,0,0,0,NA,NA,6,0.0293222149286253,0.21962082106535
1987,488,475,2,2,1,2,2,3,2,NA,0,0,0,NA,NA,7,0.00883658156641192,0.216376519979773
1988,488,475,2,2,1,0,2,2,3,NA,0,NA,0,NA,NA,5,-0.158792980288417,0.21119223874531
1989,488,475,2,2,0,0,3,3,3,NA,0,NA,NA,NA,0,4,-0.517937656576652,0.207822181652035
1990,488,475,0,2,0,0,3,3,4,NA,0,NA,NA,NA,1,2,-0.727852907321461,0.210477660177553
1991,488,475,2,1,0,0,2,3,4,NA,0,NA,NA,NA,0,3,-0.689689031738059,0.211763625577832
1992,488,475,2,1,1,0,3,3,5,NA,0,NA,NA,NA,0,4,-0.798880783053245,0.209024500034288
1993,488,475,2,0,0,0,4,4,5,NA,0,NA,NA,NA,0,2,-1.11049048752962,0.210339878225741
1994,488,475,2,0,0,0,4,5,5,NA,0,NA,NA,NA,0,2,-1.23878445294622,0.217489035802798
1995,488,475,2,2,0,0,4,4,5,6,0,NA,NA,NA,0,4,-1.11497553341425,0.213634246772728
1996,488,475,2,0,0,1,3,4,5,6,0,NA,NA,NA,0,3,-1.05590104031562,0.21197727755369
1997,488,475,2,0,0,0,3,4,5,6,0,NA,NA,NA,0,2,-1.02104534313078,0.21361761641704
1998,488,475,2,1,0,1,2,4,4,6,0,NA,NA,NA,0,4,-0.851199616442785,0.214503434066351
1999,488,475,2,0,0,0,4,4,3,6,0,NA,NA,NA,0,2,-0.972892921161588,0.212346881427878
2000,488,475,1,0,0,0,3,3,NA,6,0,NA,NA,NA,0,1,-0.961123499324201,0.220537921809385
2001,488,475,2,0,0,0,4,4,NA,1,0,NA,NA,NA,1,2,-1.15958973591095,0.22396017451671
2002,488,475,2,0,1,0,4,4,NA,6,0,NA,NA,NA,1,3,-1.24921782992233,0.225931229165063
2003,488,475,1,0,1,0,3,4,NA,6,0,NA,NA,NA,1,2,-1.27053668073553,0.230235331225312
2004,488,475,1,0,0,0,4,4,NA,6,0,NA,NA,NA,1,1,-1.35543788889476,0.227500324954634
2005,488,475,1,0,1,0,4,4,NA,6,0,NA,NA,NA,0,2,-1.25344380077223,0.228249193872036
2006,488,475,2,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,2,-1.15109654552496,0.230646257311957
2007,488,475,2,0,0,0,4,3,NA,NA,0,NA,NA,NA,0,2,-1.05883914329637,0.23475657203698
2008,488,475,2,0,0,0,4,4,NA,NA,0,NA,NA,NA,1,2,-1.21872036740549,0.231506737748377
2009,488,475,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,-1.33424341740343,0.231876860709631
2010,488,475,0,0,0,0,4,5,NA,NA,0,NA,NA,NA,0,0,-1.55832119712123,0.263278466703534
1960,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.721438817840773,0.68329152917716
1961,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.769058226182865,0.680971357423166
1962,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.814691951350072,0.68017400237259
1963,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.854345409833836,0.681497975727055
1964,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.89278693908124,0.68216446102607
1965,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.926747900824392,0.679296391162462
1966,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.955506528310179,0.674224378414192
1967,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.9820479919524,0.666972296743925
1968,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.0057291484181,0.658384223572673
1969,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.02418423692355,0.649805275928433
1970,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.04248423046537,0.637134297289871
1971,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.05760192391257,0.620244869681542
1972,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.06841743121033,0.599890062388311
1973,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.07896908571112,0.573378064894515
1974,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.08690691330225,0.541367945204342
1975,NA,481,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.09296476972955,0.50243286549183
1976,NA,481,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.09844762049732,0.452848596526252
1977,NA,481,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.08315911272774,0.412397607090159
1978,NA,481,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.04991570431482,0.367474504166971
1979,NA,481,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,1.0008823008863,0.310434197295837
1980,NA,481,NA,NA,NA,NA,2,1,NA,NA,0,0,0,0,NA,NA,0.789247725156145,0.277949070242725
1981,290,481,2,2,1,2,3,1,NA,NA,0,0,0,0,NA,7,0.532946519838102,0.245460147750239
1982,290,481,2,2,1,1,2,2,NA,NA,0,0,0,0,NA,6,0.359807365870915,0.230174702171543
1983,290,481,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,6,0.320081322288863,0.223694178349092
1984,290,481,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,6,0.39526843218994,0.223481557534669
1985,290,481,2,2,2,1,2,2,2,NA,0,0,0,NA,NA,7,0.561766199194004,0.224440869551785
1986,290,481,2,2,2,2,NA,1,2,NA,0,0,0,NA,NA,8,0.804038517760253,0.236382691468531
1987,290,481,2,2,2,1,2,1,1,NA,0,0,0,NA,NA,7,0.796345416281289,0.235695949113824
1988,290,481,2,2,1,1,NA,3,3,NA,0,NA,0,NA,NA,6,0.496452088363842,0.249088058564114
1989,290,481,2,2,2,1,2,1,3,NA,0,NA,NA,NA,0,7,0.602865007326974,0.234329939148085
1990,290,481,2,1,1,0,1,2,2,NA,0,NA,NA,NA,0,4,0.484431740963172,0.22401886946321
1991,290,481,2,2,2,1,NA,2,3,NA,0,NA,NA,NA,0,7,0.444955515336568,0.228574705183074
1992,290,481,2,2,2,2,NA,2,3,NA,0,NA,NA,NA,0,8,0.405086933882298,0.227628955384157
1993,290,481,2,1,2,0,NA,2,4,NA,0,NA,NA,NA,0,5,0.167168405153968,0.225003379227604
1994,290,481,2,0,1,1,3,4,4,NA,0,NA,NA,NA,0,4,0.0123207421770144,0.230621369581994
1995,290,481,2,2,2,2,NA,2,3,1,0,NA,NA,NA,0,8,0.429501186944875,0.238019193659283
1996,290,481,2,2,2,1,NA,2,3,1,0,NA,NA,NA,0,7,0.583577034071391,0.237073750232333
1997,290,481,2,2,2,0,NA,2,3,1,0,NA,NA,NA,0,6,0.687407680237786,0.238161609179973
1998,290,481,2,2,2,1,NA,2,3,1,0,NA,NA,NA,0,7,0.835947120372476,0.238717828359277
1999,290,481,2,2,1,1,NA,2,2,1,0,NA,NA,NA,0,6,0.96597466661851,0.240545598993393
2000,290,481,2,2,2,2,NA,2,NA,1,0,NA,NA,NA,0,8,1.07571622329591,0.248013781983734
2001,290,481,2,1,2,1,NA,2,NA,1,0,NA,NA,NA,0,6,1.04352257831994,0.254174699513166
2002,290,481,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,7,1.11844601744979,0.262894645113832
2003,290,481,2,2,2,1,NA,2,NA,1,0,NA,NA,NA,0,7,1.09713585079536,0.257834087281087
2004,290,481,2,2,1,1,NA,2,NA,1,0,NA,NA,NA,0,6,0.930107263432824,0.251865367065556
2005,290,481,2,1,1,1,NA,3,NA,1,0,NA,NA,NA,0,5,0.660493558707388,0.240025075455637
2006,290,481,2,1,1,1,NA,3,NA,NA,0,NA,NA,NA,0,5,0.610346442665269,0.239408961560063
2007,290,481,2,2,2,1,NA,3,NA,NA,0,NA,NA,NA,0,7,0.700915865001163,0.244989957239696
2008,290,481,2,2,1,1,NA,3,NA,NA,0,NA,NA,NA,0,6,0.702876958159366,0.249465707749604
2009,290,481,2,2,1,1,NA,3,NA,NA,0,NA,NA,NA,0,6,0.76889720449154,0.259031212644544
2010,290,481,2,2,1,1,NA,2,NA,NA,0,NA,NA,NA,0,6,0.920385956385101,0.294756551859199
1960,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.220312545214307,0.433330787923032
1961,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.265275662636168,0.39937640786735
1962,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.339178421942851,0.37140980908026
1963,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.444285635780289,0.343007940112629
1964,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.592941039582329,0.315761918078055
1965,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.802184807587677,0.288652336860463
1966,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.11371784353266,0.269803682679258
1967,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.28728052882846,0.26167614678238
1968,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.38811320946601,0.258237035198052
1969,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.46112180416106,0.256038811218128
1970,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46321166883134,0.256291894837215
1971,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46880948830923,0.253776496333493
1972,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.48124882373809,0.253124782909377
1973,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.43314247140509,0.254829240285818
1974,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.37603966385142,0.256606401303565
1975,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.28337490189685,0.255434752186881
1976,NA,482,NA,NA,NA,NA,2,NA,NA,NA,0,1,0,0,NA,NA,-1.11741080580894,0.247290564241521
1977,NA,482,NA,NA,NA,NA,2,2,NA,NA,0,1,0,0,NA,NA,-1.04563852771932,0.228862487188013
1978,NA,482,NA,NA,NA,NA,4,2,NA,NA,0,1,0,0,NA,NA,-1.23631568227002,0.222240170773806
1979,NA,482,NA,NA,NA,NA,4,4,NA,NA,0,1,0,0,NA,NA,-1.34803646072356,0.231920349260445
1980,NA,482,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.972926216405859,0.247465910388952
1981,200,482,2,1,1,1,NA,NA,NA,NA,0,0,0,1,NA,5,-0.747951477035269,0.233968288988641
1982,200,482,2,2,0,0,NA,NA,NA,NA,0,0,0,0,NA,4,-0.63309678277014,0.243960046400452
1983,200,482,2,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,4,-0.529212580422311,0.251008921398149
1984,200,482,2,2,0,0,NA,NA,NA,NA,0,0,0,NA,NA,4,-0.398403114582187,0.254455134068177
1985,200,482,2,2,0,1,NA,NA,3,NA,0,0,0,NA,NA,5,-0.249701933995479,0.248934410964849
1986,200,482,2,1,1,1,NA,NA,2,NA,0,0,0,NA,NA,5,-0.121027540306171,0.241501998258439
1987,200,482,2,1,1,0,2,2,2,NA,0,0,0,NA,NA,4,0.0607269300803631,0.220071103335487
1988,200,482,2,2,1,1,2,2,1,NA,0,NA,0,NA,NA,6,0.248400426939243,0.221760763633772
1989,200,482,2,2,1,1,2,2,2,NA,0,NA,NA,NA,0,6,0.251567695134941,0.22202401510279
1990,200,482,2,1,0,1,2,2,3,NA,0,NA,NA,NA,0,4,0.122759084363474,0.211350382739765
1991,200,482,2,1,0,0,2,2,2,NA,0,NA,NA,NA,0,3,0.0453876408362004,0.209214659382407
1992,200,482,2,1,1,0,2,3,4,NA,0,NA,NA,NA,0,4,-0.00941172056363761,0.209364001555376
1993,200,482,2,1,2,1,2,2,2,NA,0,NA,NA,NA,0,6,0.239279944050426,0.210405423041725
1994,200,482,2,1,2,0,NA,2,2,NA,0,NA,NA,NA,0,5,0.257532670884036,0.225569923804552
1995,200,482,2,1,2,0,NA,2,2,1,0,NA,NA,NA,0,5,0.236539778735015,0.22971895951443
1996,200,482,2,1,2,0,NA,2,3,1,0,NA,NA,NA,0,5,0.134215094120286,0.230081025205402
1997,200,482,2,2,2,0,NA,3,5,1,0,NA,NA,NA,0,6,0.0378659376089258,0.229111173030596
1998,200,482,2,1,1,0,NA,2,4,1,0,NA,NA,NA,0,4,0.00938318486854577,0.224938527945131
1999,200,482,2,1,2,0,NA,3,3,1,0,NA,NA,NA,0,5,-0.0850944080773363,0.227741491610146
2000,200,482,2,1,0,0,NA,2,NA,1,0,NA,NA,NA,0,3,-0.252257848540641,0.232162220881359
2001,200,482,2,0,0,0,4,4,NA,6,0,NA,NA,NA,1,2,-0.746206038395218,0.221184237198987
2002,200,482,2,0,2,0,3,3,NA,6,0,NA,NA,NA,0,4,-0.670269951775704,0.220130258591288
2003,200,482,2,0,2,0,4,4,NA,6,0,NA,NA,NA,0,4,-0.799124057712512,0.221301841217265
2004,200,482,2,0,1,0,2,4,NA,1,0,NA,NA,NA,0,3,-0.747877124818872,0.226741625389379
2005,200,482,2,0,1,0,3,4,NA,1,0,NA,NA,NA,0,3,-0.897883756093126,0.227178601568422
2006,200,482,2,0,1,0,4,5,NA,NA,0,NA,NA,NA,1,3,-1.23802990727622,0.238752625675847
2007,200,482,2,0,1,0,4,5,NA,NA,0,NA,NA,NA,1,3,-1.30177381372088,0.237303678767171
2008,200,482,2,0,1,0,4,4,NA,NA,0,NA,NA,NA,0,3,-1.14639045356802,0.230251269017671
2009,200,482,1,0,1,0,4,4,NA,NA,0,NA,NA,NA,0,2,-1.18871406382317,0.232185216605917
2010,200,482,1,0,1,0,4,5,NA,NA,0,NA,NA,NA,0,2,-1.32940992666223,0.263485034939273
1960,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.316081429614927,0.41134457896227
1961,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.37158403590486,0.37625779920006
1962,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.465266089784769,0.344992647954166
1963,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.603331823457031,0.315860202003614
1964,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.803576097574717,0.289107978835089
1965,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.10749905975139,0.272182171710481
1966,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.27336450441909,0.264182586086927
1967,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.36029119194992,0.260253582342097
1968,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.40548354540051,0.258217737840856
1969,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.42798507441202,0.255640739573289
1970,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.43871692743145,0.255897889111906
1971,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.44136864193505,0.256357201948025
1972,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.43759114928225,0.255701994840064
1973,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.42649017146258,0.257620991710323
1974,NA,483,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.4025940400331,0.255700791166221
